roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-8514,female,"group A","bachelor's degree",True,8514,8514
std-8515,female,"group E","high school",False,8515,8515
std-8516,female,"group D","some college",False,8516,8516
std-8517,female,"group D","bachelor's degree",False,8517,8517
std-8518,female,"group C","some high school",False,8518,8518
std-8519,female,"group B","associate's degree",True,8519,8519
std-852,male,"group B","some college",True,852,852
std-8520,female,"group C","associate's degree",True,8520,8520
std-8521,female,"group C","some high school",False,8521,8521
std-8522,female,"group D","some college",False,8522,8522
std-8523,female,"group B","master's degree",False,8523,8523
std-8524,female,"group C","some college",False,8524,8524
std-8525,female,"group C","some college",True,8525,8525
std-8526,female,"group A","some high school",False,8526,8526
std-8527,female,"group C","some high school",True,8527,8527
std-8528,female,"group E","some college",False,8528,8528
std-8529,female,"group C","associate's degree",False,8529,8529
std-853,male,"group E","bachelor's degree",False,853,853
std-8530,female,"group A","associate's degree",True,8530,8530
std-8531,female,"group E","associate's degree",False,8531,8531
std-8532,female,"group E","some high school",False,8532,8532
std-8533,female,"group B","associate's degree",False,8533,8533
std-8534,female,"group D","some high school",False,8534,8534
std-8535,female,"group B","some high school",True,8535,8535
std-8536,female,"group B","master's degree",False,8536,8536
std-8537,female,"group C","some high school",False,8537,8537
std-8538,female,"group D","high school",True,8538,8538
std-8539,female,"group C","bachelor's degree",False,8539,8539
std-854,male,"group C","bachelor's degree",True,854,854
std-8540,female,"group A","associate's degree",False,8540,8540
std-8541,female,"group E","some college",False,8541,8541
std-8542,female,"group D","some high school",True,8542,8542
std-8543,female,"group B","some high school",False,8543,8543
std-8544,female,"group C","some high school",False,8544,8544
std-8545,female,"group A","associate's degree",False,8545,8545
std-8546,female,"group E","some high school",True,8546,8546
std-8547,female,"group D","some high school",False,8547,8547
std-8548,female,"group D","associate's degree",False,8548,8548
std-8549,female,"group C","associate's degree",False,8549,8549
std-855,male,"group B","master's degree",True,855,855
std-8550,female,"group D","associate's degree",False,8550,8550
std-8551,female,"group C","high school",False,8551,8551
std-8552,female,"group D","high school",False,8552,8552
std-8553,female,"group D","associate's degree",True,8553,8553
std-8554,female,"group E","some college",True,8554,8554
std-8555,female,"group D","some college",False,8555,8555
std-8556,female,"group E","high school",True,8556,8556
std-8557,female,"group C","associate's degree",False,8557,8557
std-8558,female,"group C","associate's degree",False,8558,8558
std-8559,female,"group C","some high school",False,8559,8559
std-856,male,"group C","bachelor's degree",True,856,856
std-8560,female,"group A","some college",True,8560,8560
std-8561,female,"group B","some college",True,8561,8561
std-8562,female,"group E","high school",False,8562,8562
std-8563,female,"group A","bachelor's degree",True,8563,8563
std-8564,female,"group A","high school",True,8564,8564
std-8565,female,"group A","some high school",False,8565,8565
std-8566,female,"group C","associate's degree",False,8566,8566
std-8567,female,"group C","some high school",True,8567,8567
std-8568,female,"group B","master's degree",True,8568,8568
std-8569,female,"group C","bachelor's degree",False,8569,8569
std-857,male,"group E","some college",True,857,857
std-8570,female,"group C","some college",False,8570,8570
std-8571,female,"group B","high school",False,8571,8571
std-8572,female,"group B","associate's degree",False,8572,8572
std-8573,female,"group D","bachelor's degree",False,8573,8573
std-8574,female,"group E","high school",False,8574,8574
std-8575,female,"group D","high school",True,8575,8575
std-8576,female,"group C","some college",False,8576,8576
std-8577,female,"group C","high school",False,8577,8577
std-8578,female,"group D","some high school",True,8578,8578
std-8579,female,"group C","associate's degree",False,8579,8579
std-858,male,"group C","some college",False,858,858
std-8580,female,"group C","associate's degree",False,8580,8580
std-8581,female,"group C","some college",True,8581,8581
std-8582,female,"group E","some high school",False,8582,8582
std-8583,female,"group B","some high school",False,8583,8583
std-8584,female,"group D","some college",False,8584,8584
std-8585,female,"group E","some college",True,8585,8585
std-8586,female,"group B","associate's degree",False,8586,8586
std-8587,female,"group C","bachelor's degree",False,8587,8587
std-8588,female,"group E","high school",True,8588,8588
std-8589,female,"group D","high school",True,8589,8589
std-859,male,"group C","some college",True,859,859
std-8590,female,"group E","bachelor's degree",False,8590,8590
std-8591,female,"group C","associate's degree",False,8591,8591
std-8592,female,"group C","some college",False,8592,8592
std-8593,female,"group D","high school",False,8593,8593
std-8594,female,"group C","some high school",False,8594,8594
std-8595,female,"group B","some high school",False,8595,8595
std-8596,female,"group B","some college",False,8596,8596
std-8597,female,"group B","high school",True,8597,8597
std-8598,female,"group C","high school",False,8598,8598
std-8599,female,"group B","some college",False,8599,8599
std-86,male,"group E","some college",False,86,86
std-860,male,"group A","bachelor's degree",False,860,860
std-8600,female,"group A","some college",True,8600,8600
std-8601,female,"group E","bachelor's degree",False,8601,8601
std-8602,female,"group C","some high school",True,8602,8602
std-8603,female,"group B","some high school",False,8603,8603
std-8604,female,"group B","associate's degree",True,8604,8604
std-8605,female,"group D","some college",True,8605,8605
std-8606,female,"group B","some high school",True,8606,8606
std-8607,female,"group C","some high school",True,8607,8607
std-8608,female,"group C","associate's degree",False,8608,8608
std-8609,female,"group B","associate's degree",False,8609,8609
std-861,male,"group C","high school",True,861,861
std-8610,female,"group C","high school",True,8610,8610
std-8611,female,"group C","some high school",False,8611,8611
std-8612,female,"group C","bachelor's degree",False,8612,8612
std-8613,female,"group D","associate's degree",False,8613,8613
std-8614,female,"group E","high school",True,8614,8614
std-8615,female,"group C","some college",False,8615,8615
std-8616,female,"group C","associate's degree",True,8616,8616
std-8617,female,"group C","some college",False,8617,8617
std-8618,female,"group A","some college",False,8618,8618
std-8619,female,"group D","some college",False,8619,8619
std-862,male,"group D","some college",True,862,862
std-8620,female,"group C","bachelor's degree",False,8620,8620
std-8621,female,"group C","bachelor's degree",False,8621,8621
std-8622,female,"group E","associate's degree",True,8622,8622
std-8623,female,"group D","some high school",True,8623,8623
std-8624,female,"group B","associate's degree",True,8624,8624
std-8625,female,"group C","some college",True,8625,8625
std-8626,female,"group E","master's degree",False,8626,8626
std-8627,female,"group C","bachelor's degree",True,8627,8627
std-8628,female,"group D","some high school",True,8628,8628
std-8629,female,"group A","some college",False,8629,8629
std-863,male,"group C","high school",True,863,863
std-8630,female,"group D","bachelor's degree",False,8630,8630
std-8631,female,"group D","some college",False,8631,8631
std-8632,female,"group B","master's degree",False,8632,8632
std-8633,female,"group D","high school",False,8633,8633
std-8634,female,"group E","associate's degree",True,8634,8634
std-8635,female,"group E","some college",False,8635,8635
std-8636,female,"group D","high school",True,8636,8636
std-8637,female,"group C","some high school",True,8637,8637
std-8638,female,"group E","bachelor's degree",False,8638,8638
std-8639,female,"group A","some college",False,8639,8639
std-864,male,"group C","high school",False,864,864
std-8640,female,"group A","master's degree",False,8640,8640
std-8641,female,"group B","bachelor's degree",False,8641,8641
std-8642,female,"group D","bachelor's degree",True,8642,8642
std-8643,female,"group E","some college",True,8643,8643
std-8644,female,"group D","associate's degree",False,8644,8644
std-8645,female,"group C","associate's degree",False,8645,8645
std-8646,female,"group B","some college",True,8646,8646
std-8647,female,"group D","associate's degree",True,8647,8647
std-8648,female,"group D","some college",False,8648,8648
std-8649,female,"group B","bachelor's degree",False,8649,8649
std-865,male,"group B","associate's degree",False,865,865
std-8650,female,"group E","high school",False,8650,8650
std-8651,female,"group A","high school",False,8651,8651
std-8652,female,"group D","some college",False,8652,8652
std-8653,female,"group C","bachelor's degree",False,8653,8653
std-8654,female,"group C","associate's degree",False,8654,8654
std-8655,female,"group B","associate's degree",True,8655,8655
std-8656,female,"group B","some high school",True,8656,8656
std-8657,female,"group D","associate's degree",False,8657,8657
std-8658,female,"group D","associate's degree",False,8658,8658
std-8659,female,"group C","associate's degree",False,8659,8659
std-866,male,"group D","some high school",False,866,866
std-8660,female,"group C","bachelor's degree",False,8660,8660
std-8661,female,"group B","some high school",True,8661,8661
std-8662,female,"group A","associate's degree",False,8662,8662
std-8663,female,"group B","some high school",False,8663,8663
std-8664,female,"group A","some high school",True,8664,8664
std-8665,female,"group A","bachelor's degree",False,8665,8665
std-8666,female,"group D","some high school",False,8666,8666
std-8667,female,"group B","some high school",True,8667,8667
std-8668,female,"group C","some high school",False,8668,8668
std-8669,female,"group C","bachelor's degree",True,8669,8669
std-867,male,"group B","high school",True,867,867
std-8670,female,"group D","some college",False,8670,8670
std-8671,female,"group C","master's degree",True,8671,8671
std-8672,female,"group B","some high school",False,8672,8672
std-8673,female,"group C","some college",False,8673,8673
std-8674,female,"group C","high school",True,8674,8674
std-8675,female,"group A","bachelor's degree",True,8675,8675
std-8676,female,"group B","some college",True,8676,8676
std-8677,female,"group E","some high school",False,8677,8677
std-8678,female,"group D","some college",True,8678,8678
std-8679,female,"group D","some high school",True,8679,8679
std-868,male,"group B","high school",False,868,868
std-8680,female,"group C","some college",False,8680,8680
std-8681,female,"group B","some college",False,8681,8681
std-8682,female,"group B","bachelor's degree",False,8682,8682
std-8683,female,"group D","some high school",False,8683,8683
std-8684,female,"group D","some high school",True,8684,8684
std-8685,female,"group D","high school",False,8685,8685
std-8686,female,"group E","associate's degree",True,8686,8686
std-8687,female,"group B","bachelor's degree",False,8687,8687
std-8688,female,"group B","master's degree",True,8688,8688
std-8689,female,"group D","high school",False,8689,8689
std-869,male,"group C","associate's degree",True,869,869
std-8690,female,"group E","high school",True,8690,8690
std-8691,female,"group A","associate's degree",False,8691,8691
std-8692,female,"group C","some high school",False,8692,8692
std-8693,female,"group C","some college",True,8693,8693
std-8694,female,"group A","high school",True,8694,8694
std-8695,female,"group C","associate's degree",True,8695,8695
std-8696,female,"group D","high school",False,8696,8696
std-8697,female,"group C","high school",True,8697,8697
std-8698,female,"group A","associate's degree",True,8698,8698
std-8699,female,"group C","some high school",False,8699,8699
std-87,male,"group C","some college",True,87,87
std-870,male,"group C","some high school",False,870,870
std-8700,female,"group E","some high school",False,8700,8700
std-8701,female,"group E","associate's degree",True,8701,8701
std-8702,female,"group B","high school",False,8702,8702
std-8703,female,"group E","some high school",True,8703,8703
std-8704,female,"group C","bachelor's degree",True,8704,8704
std-8705,female,"group C","high school",True,8705,8705
std-8706,female,"group C","high school",False,8706,8706
std-8707,female,"group E","some college",False,8707,8707
std-8708,female,"group E","master's degree",False,8708,8708
std-8709,female,"group B","some college",True,8709,8709
std-871,male,"group A","some college",False,871,871
std-8710,female,"group B","associate's degree",False,8710,8710
std-8711,female,"group D","some high school",False,8711,8711
std-8712,female,"group D","high school",True,8712,8712
std-8713,female,"group A","high school",False,8713,8713
std-8714,female,"group C","master's degree",True,8714,8714
std-8715,female,"group B","high school",False,8715,8715
std-8716,female,"group D","some college",False,8716,8716
std-8717,female,"group A","associate's degree",True,8717,8717
std-8718,female,"group E","associate's degree",False,8718,8718
std-8719,female,"group E","some high school",False,8719,8719
std-872,male,"group C","bachelor's degree",True,872,872
std-8720,female,"group E","some college",False,8720,8720
std-8721,female,"group D","master's degree",False,8721,8721
std-8722,female,"group B","some high school",True,8722,8722
std-8723,female,"group E","some high school",True,8723,8723
std-8724,female,"group C","high school",True,8724,8724
std-8725,female,"group D","high school",False,8725,8725
std-8726,female,"group D","master's degree",True,8726,8726
std-8727,female,"group A","high school",True,8727,8727
std-8728,female,"group E","some high school",False,8728,8728
std-8729,female,"group A","some college",True,8729,8729
std-873,male,"group C","some college",True,873,873
std-8730,female,"group B","some high school",True,8730,8730
std-8731,female,"group E","some college",False,8731,8731
std-8732,female,"group E","some high school",False,8732,8732
std-8733,female,"group B","some college",False,8733,8733
std-8734,female,"group C","bachelor's degree",False,8734,8734
std-8735,female,"group B","associate's degree",False,8735,8735
std-8736,female,"group A","associate's degree",False,8736,8736
std-8737,female,"group D","associate's degree",False,8737,8737
std-8738,female,"group C","some high school",True,8738,8738
std-8739,female,"group E","associate's degree",True,8739,8739
std-874,male,"group E","associate's degree",False,874,874
std-8740,female,"group A","associate's degree",True,8740,8740
std-8741,female,"group B","some high school",False,8741,8741
std-8742,female,"group B","high school",True,8742,8742
std-8743,female,"group A","some college",False,8743,8743
std-8744,female,"group B","bachelor's degree",True,8744,8744
std-8745,female,"group E","high school",True,8745,8745
std-8746,female,"group C","bachelor's degree",True,8746,8746
std-8747,female,"group C","some high school",False,8747,8747
std-8748,female,"group C","associate's degree",False,8748,8748
std-8749,female,"group E","bachelor's degree",True,8749,8749
std-875,male,"group C","some college",False,875,875
std-8750,female,"group B","high school",False,8750,8750
std-8751,female,"group C","some high school",False,8751,8751
std-8752,female,"group D","some college",False,8752,8752
std-8753,female,"group A","some high school",False,8753,8753
std-8754,female,"group C","associate's degree",True,8754,8754
std-8755,female,"group D","some high school",True,8755,8755
std-8756,female,"group B","associate's degree",False,8756,8756
std-8757,female,"group D","some high school",False,8757,8757
std-8758,female,"group C","some high school",False,8758,8758
std-8759,female,"group E","some high school",False,8759,8759
std-876,male,"group E","associate's degree",True,876,876
std-8760,female,"group C","some high school",True,8760,8760
std-8761,female,"group D","high school",False,8761,8761
std-8762,female,"group D","some college",True,8762,8762
std-8763,female,"group D","high school",False,8763,8763
std-8764,female,"group D","high school",False,8764,8764
std-8765,female,"group C","some college",True,8765,8765
std-8766,female,"group C","some high school",False,8766,8766
std-8767,female,"group B","associate's degree",True,8767,8767
std-8768,female,"group E","bachelor's degree",False,8768,8768
std-8769,female,"group B","high school",True,8769,8769
std-877,male,"group E","some college",True,877,877
std-8770,female,"group A","some high school",True,8770,8770
std-8771,female,"group C","high school",False,8771,8771
std-8772,female,"group D","some high school",True,8772,8772
std-8773,female,"group A","associate's degree",True,8773,8773
std-8774,female,"group E","bachelor's degree",False,8774,8774
std-8775,female,"group A","some college",True,8775,8775
std-8776,female,"group C","associate's degree",False,8776,8776
std-8777,female,"group B","high school",True,8777,8777
std-8778,female,"group C","some college",False,8778,8778
std-8779,female,"group C","some high school",False,8779,8779
std-878,male,"group D","some high school",True,878,878
std-8780,female,"group C","associate's degree",True,8780,8780
std-8781,female,"group A","some high school",True,8781,8781
std-8782,female,"group B","bachelor's degree",True,8782,8782
std-8783,female,"group D","some high school",False,8783,8783
std-8784,female,"group D","master's degree",False,8784,8784
std-8785,female,"group D","some college",True,8785,8785
std-8786,female,"group B","some high school",True,8786,8786
std-8787,female,"group C","bachelor's degree",False,8787,8787
std-8788,female,"group A","some high school",False,8788,8788
std-8789,female,"group D","some college",False,8789,8789
std-879,male,"group E","master's degree",False,879,879
std-8790,female,"group D","bachelor's degree",True,8790,8790
std-8791,female,"group B","high school",False,8791,8791
std-8792,female,"group A","some high school",False,8792,8792
std-8793,female,"group B","some high school",False,8793,8793
std-8794,female,"group A","some college",True,8794,8794
std-8795,female,"group E","bachelor's degree",True,8795,8795
std-8796,female,"group E","bachelor's degree",True,8796,8796
std-8797,female,"group A","high school",False,8797,8797
std-8798,female,"group C","some college",True,8798,8798
std-8799,female,"group A","some college",False,8799,8799
std-88,male,"group B","master's degree",False,88,88
std-880,male,"group D","associate's degree",False,880,880
std-8800,female,"group A","some college",False,8800,8800
std-8801,female,"group D","some college",False,8801,8801
std-8802,female,"group C","some college",True,8802,8802
std-8803,female,"group C","associate's degree",False,8803,8803
std-8804,female,"group E","associate's degree",False,8804,8804
std-8805,female,"group D","high school",True,8805,8805
std-8806,female,"group A","associate's degree",False,8806,8806
std-8807,female,"group C","high school",True,8807,8807
std-8808,female,"group C","high school",False,8808,8808
std-8809,female,"group D","some high school",True,8809,8809
std-881,male,"group C","high school",False,881,881
std-8810,female,"group E","some high school",True,8810,8810
std-8811,female,"group E","associate's degree",True,8811,8811
std-8812,female,"group B","bachelor's degree",False,8812,8812
std-8813,female,"group A","some high school",True,8813,8813
std-8814,female,"group C","bachelor's degree",False,8814,8814
std-8815,female,"group C","some college",False,8815,8815
std-8816,female,"group A","bachelor's degree",True,8816,8816
std-8817,female,"group D","high school",True,8817,8817
std-8818,female,"group C","high school",True,8818,8818
std-8819,female,"group C","bachelor's degree",False,8819,8819
std-882,male,"group B","associate's degree",False,882,882
std-8820,female,"group E","high school",True,8820,8820
std-8821,female,"group C","bachelor's degree",False,8821,8821
std-8822,female,"group D","some college",True,8822,8822
std-8823,female,"group C","associate's degree",False,8823,8823
std-8824,female,"group A","high school",True,8824,8824
std-8825,female,"group C","some college",False,8825,8825
std-8826,female,"group D","high school",False,8826,8826
std-8827,female,"group A","some college",True,8827,8827
std-8828,female,"group C","some college",False,8828,8828
std-8829,female,"group D","some high school",False,8829,8829
std-883,male,"group E","high school",False,883,883
std-8830,female,"group B","high school",True,8830,8830
std-8831,female,"group A","associate's degree",True,8831,8831
std-8832,female,"group D","some high school",True,8832,8832
std-8833,female,"group C","some college",True,8833,8833
std-8834,female,"group E","bachelor's degree",False,8834,8834
std-8835,female,"group C","high school",True,8835,8835
std-8836,female,"group D","some college",False,8836,8836
std-8837,female,"group D","high school",True,8837,8837
std-8838,female,"group A","bachelor's degree",True,8838,8838
std-8839,female,"group B","high school",False,8839,8839
std-884,male,"group B","bachelor's degree",False,884,884
std-8840,female,"group D","high school",False,8840,8840
std-8841,female,"group D","high school",True,8841,8841
std-8842,female,"group D","some high school",False,8842,8842
std-8843,female,"group C","some high school",False,8843,8843
std-8844,female,"group B","some high school",False,8844,8844
std-8845,female,"group B","bachelor's degree",False,8845,8845
std-8846,female,"group B","associate's degree",False,8846,8846
std-8847,female,"group C","associate's degree",True,8847,8847
std-8848,female,"group A","bachelor's degree",False,8848,8848
std-8849,female,"group B","master's degree",False,8849,8849
std-885,male,"group C","associate's degree",False,885,885
std-8850,female,"group C","master's degree",False,8850,8850
std-8851,female,"group D","some college",False,8851,8851
std-8852,female,"group C","high school",True,8852,8852
std-8853,female,"group C","master's degree",True,8853,8853
std-8854,female,"group B","some high school",True,8854,8854
std-8855,female,"group A","some college",False,8855,8855
std-8856,female,"group A","associate's degree",False,8856,8856
std-8857,female,"group C","some college",True,8857,8857
std-8858,female,"group C","associate's degree",True,8858,8858
std-8859,female,"group D","associate's degree",False,8859,8859
std-886,male,"group B","associate's degree",False,886,886
std-8860,female,"group B","some college",False,8860,8860
std-8861,female,"group B","some college",True,8861,8861
std-8862,female,"group C","associate's degree",True,8862,8862
std-8863,female,"group D","master's degree",False,8863,8863
std-8864,female,"group B","some high school",True,8864,8864
std-8865,female,"group D","associate's degree",False,8865,8865
std-8866,female,"group C","high school",False,8866,8866
std-8867,female,"group B","master's degree",True,8867,8867
std-8868,female,"group E","bachelor's degree",False,8868,8868
std-8869,female,"group C","some college",False,8869,8869
std-887,male,"group C","bachelor's degree",False,887,887
std-8870,female,"group B","some college",True,8870,8870
std-8871,female,"group D","master's degree",True,8871,8871
std-8872,female,"group E","high school",False,8872,8872
std-8873,female,"group D","some college",True,8873,8873
std-8874,female,"group B","associate's degree",True,8874,8874
std-8875,female,"group D","bachelor's degree",False,8875,8875
std-8876,female,"group C","some college",False,8876,8876
std-8877,female,"group B","high school",False,8877,8877
std-8878,female,"group B","associate's degree",True,8878,8878
std-8879,female,"group E","some college",False,8879,8879
std-888,male,"group E","some college",True,888,888
std-8880,female,"group D","associate's degree",True,8880,8880
std-8881,female,"group A","bachelor's degree",False,8881,8881
std-8882,female,"group D","some high school",True,8882,8882
std-8883,female,"group B","high school",True,8883,8883
std-8884,female,"group D","associate's degree",False,8884,8884
std-8885,female,"group A","some high school",True,8885,8885
std-8886,female,"group C","high school",False,8886,8886
std-8887,female,"group C","associate's degree",True,8887,8887
std-8888,female,"group B","high school",True,8888,8888
std-8889,female,"group B","bachelor's degree",True,8889,8889
std-889,male,"group C","associate's degree",False,889,889
std-8890,female,"group C","associate's degree",False,8890,8890
std-8891,female,"group B","high school",False,8891,8891
std-8892,female,"group C","high school",True,8892,8892
std-8893,female,"group B","bachelor's degree",True,8893,8893
std-8894,female,"group C","master's degree",True,8894,8894
std-8895,female,"group C","some high school",True,8895,8895
std-8896,female,"group A","some high school",True,8896,8896
std-8897,female,"group D","some college",False,8897,8897
std-8898,female,"group E","some high school",False,8898,8898
std-8899,female,"group C","some high school",False,8899,8899
std-89,male,"group E","some college",True,89,89
std-890,male,"group C","associate's degree",True,890,890
std-8900,female,"group C","high school",False,8900,8900
std-8901,female,"group B","bachelor's degree",True,8901,8901
std-8902,female,"group E","some college",False,8902,8902
std-8903,female,"group C","some college",True,8903,8903
std-8904,female,"group C","high school",False,8904,8904
std-8905,female,"group D","bachelor's degree",True,8905,8905
std-8906,female,"group D","bachelor's degree",True,8906,8906
std-8907,female,"group D","bachelor's degree",True,8907,8907
std-8908,female,"group E","some college",False,8908,8908
std-8909,female,"group D","some high school",False,8909,8909
std-891,male,"group C","some college",False,891,891
std-8910,female,"group E","associate's degree",True,8910,8910
std-8911,female,"group C","high school",True,8911,8911
std-8912,female,"group B","some high school",False,8912,8912
std-8913,female,"group C","some college",False,8913,8913
std-8914,female,"group E","some high school",True,8914,8914
std-8915,female,"group D","some college",True,8915,8915
std-8916,female,"group B","some high school",False,8916,8916
std-8917,female,"group B","high school",False,8917,8917
std-8918,female,"group B","some college",True,8918,8918
std-8919,female,"group A","bachelor's degree",True,8919,8919
std-892,male,"group A","high school",True,892,892
std-8920,female,"group E","high school",False,8920,8920
std-8921,female,"group C","some high school",False,8921,8921
std-8922,female,"group C","associate's degree",True,8922,8922
std-8923,female,"group B","associate's degree",False,8923,8923
std-8924,female,"group B","associate's degree",True,8924,8924
std-8925,female,"group D","associate's degree",True,8925,8925
std-8926,female,"group C","some high school",False,8926,8926
std-8927,female,"group D","some college",False,8927,8927
std-8928,female,"group A","some high school",False,8928,8928
std-8929,female,"group A","associate's degree",True,8929,8929
std-893,male,"group A","bachelor's degree",True,893,893
std-8930,female,"group D","some high school",True,8930,8930
std-8931,female,"group D","some college",False,8931,8931
std-8932,female,"group E","high school",False,8932,8932
std-8933,female,"group D","associate's degree",True,8933,8933
std-8934,female,"group D","some college",False,8934,8934
std-8935,female,"group C","high school",False,8935,8935
std-8936,female,"group B","high school",True,8936,8936
std-8937,female,"group C","associate's degree",False,8937,8937
std-8938,female,"group B","master's degree",True,8938,8938
std-8939,female,"group B","bachelor's degree",True,8939,8939
std-894,male,"group B","master's degree",True,894,894
std-8940,female,"group C","high school",True,8940,8940
std-8941,female,"group C","some high school",False,8941,8941
std-8942,female,"group C","some college",False,8942,8942
std-8943,female,"group D","associate's degree",False,8943,8943
std-8944,female,"group C","bachelor's degree",True,8944,8944
std-8945,female,"group C","some college",False,8945,8945
std-8946,female,"group D","high school",False,8946,8946
std-8947,female,"group B","high school",False,8947,8947
std-8948,female,"group E","high school",False,8948,8948
std-8949,female,"group E","associate's degree",False,8949,8949
std-895,male,"group B","some high school",False,895,895
std-8950,female,"group C","some high school",True,8950,8950
std-8951,female,"group D","high school",False,8951,8951
std-8952,female,"group C","high school",False,8952,8952
std-8953,female,"group C","some high school",False,8953,8953
std-8954,female,"group C","high school",True,8954,8954
std-8955,female,"group A","associate's degree",False,8955,8955
std-8956,female,"group E","associate's degree",True,8956,8956
std-8957,female,"group C","associate's degree",False,8957,8957
std-8958,female,"group C","some college",False,8958,8958
std-8959,female,"group E","associate's degree",True,8959,8959
std-896,male,"group D","high school",False,896,896
std-8960,female,"group D","some high school",False,8960,8960
std-8961,female,"group D","master's degree",True,8961,8961
std-8962,female,"group B","high school",False,8962,8962
std-8963,female,"group D","some high school",True,8963,8963
std-8964,female,"group E","bachelor's degree",True,8964,8964
std-8965,female,"group D","some high school",True,8965,8965
std-8966,female,"group A","bachelor's degree",False,8966,8966
std-8967,female,"group C","some high school",True,8967,8967
std-8968,female,"group D","bachelor's degree",False,8968,8968
std-8969,female,"group D","some high school",False,8969,8969
std-897,male,"group C","high school",True,897,897
std-8970,female,"group E","some high school",False,8970,8970
std-8971,female,"group C","high school",True,8971,8971
std-8972,female,"group D","some college",True,8972,8972
std-8973,female,"group D","master's degree",True,8973,8973
std-8974,female,"group D","bachelor's degree",False,8974,8974
std-8975,female,"group E","bachelor's degree",False,8975,8975
std-8976,female,"group C","associate's degree",True,8976,8976
std-8977,female,"group B","high school",False,8977,8977
std-8978,female,"group C","associate's degree",False,8978,8978
std-8979,female,"group A","some college",True,8979,8979
std-898,male,"group E","high school",True,898,898
std-8980,female,"group D","some high school",True,8980,8980
std-8981,female,"group A","high school",False,8981,8981
std-8982,female,"group D","some high school",True,8982,8982
std-8983,female,"group E","some college",False,8983,8983
std-8984,female,"group A","high school",False,8984,8984
std-8985,female,"group D","some high school",False,8985,8985
std-8986,female,"group B","high school",False,8986,8986
std-8987,female,"group D","some college",True,8987,8987
std-8988,female,"group B","some college",False,8988,8988
std-8989,female,"group E","bachelor's degree",True,8989,8989
std-899,male,"group C","high school",False,899,899
std-8990,female,"group A","some college",False,8990,8990
std-8991,female,"group A","bachelor's degree",True,8991,8991
std-8992,female,"group A","some college",True,8992,8992
std-8993,female,"group D","some high school",False,8993,8993
std-8994,female,"group E","some college",True,8994,8994
std-8995,female,"group C","some high school",True,8995,8995
std-8996,female,"group D","associate's degree",False,8996,8996
std-8997,female,"group E","master's degree",True,8997,8997
std-8998,female,"group D","some college",True,8998,8998
std-8999,female,"group B","associate's degree",False,8999,8999
std-90,male,"group E","some college",False,90,90
std-900,male,"group E","high school",False,900,900
std-9000,female,"group C","some high school",True,9000,9000
std-9001,female,"group E","master's degree",False,9001,9001
std-9002,female,"group C","some high school",False,9002,9002
std-9003,female,"group D","some college",True,9003,9003
std-9004,female,"group C","high school",True,9004,9004
std-9005,female,"group C","bachelor's degree",True,9005,9005
std-9006,female,"group B","some college",False,9006,9006
std-9007,female,"group D","some high school",False,9007,9007
std-9008,female,"group A","associate's degree",False,9008,9008
std-9009,female,"group A","some college",True,9009,9009
std-901,male,"group C","bachelor's degree",False,901,901
std-9010,female,"group E","some high school",False,9010,9010
std-9011,female,"group E","high school",False,9011,9011
std-9012,female,"group C","associate's degree",True,9012,9012
std-9013,female,"group B","high school",True,9013,9013
std-9014,female,"group A","some college",False,9014,9014
std-9015,female,"group A","associate's degree",True,9015,9015
std-9016,female,"group C","bachelor's degree",False,9016,9016
std-9017,female,"group C","high school",False,9017,9017
std-9018,female,"group C","master's degree",False,9018,9018
std-9019,female,"group D","high school",True,9019,9019
std-902,male,"group D","some college",False,902,902
std-9020,female,"group B","some high school",False,9020,9020
std-9021,female,"group C","associate's degree",False,9021,9021
std-9022,female,"group D","associate's degree",False,9022,9022
std-9023,female,"group B","bachelor's degree",False,9023,9023
std-9024,female,"group A","high school",False,9024,9024
std-9025,female,"group E","some high school",False,9025,9025
std-9026,female,"group E","some college",False,9026,9026
std-9027,female,"group B","some college",False,9027,9027
std-9028,female,"group A","master's degree",True,9028,9028
std-9029,female,"group E","some college",False,9029,9029
std-903,male,"group E","associate's degree",True,903,903
std-9030,female,"group A","master's degree",True,9030,9030
std-9031,female,"group C","some high school",True,9031,9031
std-9032,female,"group C","high school",True,9032,9032
std-9033,female,"group B","bachelor's degree",True,9033,9033
std-9034,female,"group B","some college",True,9034,9034
std-9035,female,"group C","high school",True,9035,9035
std-9036,female,"group D","bachelor's degree",True,9036,9036
std-9037,female,"group E","some college",True,9037,9037
std-9038,female,"group D","bachelor's degree",False,9038,9038
std-9039,female,"group D","bachelor's degree",False,9039,9039
std-904,male,"group D","some high school",False,904,904
std-9040,female,"group A","high school",True,9040,9040
std-9041,female,"group B","high school",False,9041,9041
std-9042,female,"group C","high school",True,9042,9042
std-9043,female,"group B","some college",False,9043,9043
std-9044,female,"group C","some high school",False,9044,9044
std-9045,female,"group C","master's degree",False,9045,9045
std-9046,female,"group D","some college",True,9046,9046
std-9047,female,"group C","some college",True,9047,9047
std-9048,female,"group B","high school",False,9048,9048
std-9049,female,"group A","some college",True,9049,9049
std-905,male,"group E","high school",False,905,905
std-9050,female,"group D","some high school",True,9050,9050
std-9051,female,"group C","some college",False,9051,9051
std-9052,female,"group A","bachelor's degree",True,9052,9052
std-9053,female,"group C","some college",False,9053,9053
std-9054,female,"group E","some college",False,9054,9054
