score_id,roll_no,math_score,reading_score,writing_score,science_score,total_score
7867,std-7867,40,63,76,63,242
7868,std-7868,73,56,71,37,237
7869,std-7869,67,76,44,94,281
7870,std-7870,34,46,88,77,245
7871,std-7871,69,30,57,83,239
7872,std-7872,87,40,93,90,310
7873,std-7873,64,93,84,64,305
7874,std-7874,59,23,79,59,220
7875,std-7875,71,74,76,77,298
7876,std-7876,100,42,100,87,329
7877,std-7877,73,64,85,71,293
7878,std-7878,63,100,64,55,282
7879,std-7879,79,58,79,78,294
7880,std-7880,79,85,60,54,278
7881,std-7881,67,61,74,79,281
7882,std-7882,97,81,99,70,347
7883,std-7883,52,86,71,51,260
7884,std-7884,90,45,67,100,302
7885,std-7885,37,88,75,94,294
7886,std-7886,91,100,84,59,334
7887,std-7887,50,68,100,51,269
7888,std-7888,60,72,97,61,290
7889,std-7889,67,40,75,50,232
7890,std-7890,78,73,61,65,277
7891,std-7891,50,84,39,66,239
7892,std-7892,81,84,100,81,346
7893,std-7893,87,60,95,83,325
7894,std-7894,46,76,68,72,262
7895,std-7895,58,67,67,74,266
7896,std-7896,57,52,85,73,267
7897,std-7897,67,60,60,85,272
7898,std-7898,29,58,50,64,201
7899,std-7899,56,71,100,71,298
7900,std-7900,38,91,79,98,306
7901,std-7901,60,75,74,76,285
7902,std-7902,27,46,85,63,221
7903,std-7903,60,78,96,56,290
7904,std-7904,74,53,75,90,292
7905,std-7905,75,71,85,77,308
7906,std-7906,65,77,100,35,277
7907,std-7907,62,84,61,71,278
7908,std-7908,62,75,85,80,302
7909,std-7909,34,78,100,50,262
7910,std-7910,58,83,84,50,275
7911,std-7911,35,70,100,90,295
7912,std-7912,75,84,100,42,301
7913,std-7913,68,95,73,88,324
7914,std-7914,56,30,100,91,277
7915,std-7915,73,43,65,37,218
7916,std-7916,65,52,85,89,291
7917,std-7917,69,72,88,51,280
7918,std-7918,62,51,71,41,225
7919,std-7919,70,86,99,73,328
7920,std-7920,70,91,57,46,264
7921,std-7921,73,28,39,66,206
7922,std-7922,57,96,76,82,311
7923,std-7923,70,86,53,78,287
7924,std-7924,47,85,58,99,289
7925,std-7925,27,45,74,92,238
7926,std-7926,41,89,94,67,291
7927,std-7927,61,73,78,58,270
7928,std-7928,53,80,79,96,308
7929,std-7929,54,62,85,43,244
7930,std-7930,30,87,82,79,278
7931,std-7931,92,87,97,44,320
7932,std-7932,77,36,100,50,263
7933,std-7933,53,57,75,56,241
7934,std-7934,57,63,97,74,291
7935,std-7935,69,65,95,37,266
7936,std-7936,60,80,98,66,304
7937,std-7937,75,51,87,79,292
7938,std-7938,73,72,86,76,307
7939,std-7939,67,50,77,33,227
7940,std-7940,71,42,86,53,252
7941,std-7941,55,43,66,70,234
7942,std-7942,83,67,96,72,318
7943,std-7943,86,31,82,69,268
7944,std-7944,56,72,67,64,259
7945,std-7945,63,91,94,85,333
7946,std-7946,53,77,70,83,283
7947,std-7947,82,75,100,79,336
7948,std-7948,56,60,61,70,247
7949,std-7949,30,96,82,72,280
7950,std-7950,63,77,69,81,290
7951,std-7951,61,90,51,67,269
7952,std-7952,27,92,91,71,281
7953,std-7953,91,68,92,84,335
7954,std-7954,50,63,95,83,291
7955,std-7955,76,81,48,71,276
7956,std-7956,51,99,72,72,294
7957,std-7957,55,52,58,26,191
7958,std-7958,33,69,64,86,252
7959,std-7959,67,77,70,48,262
7960,std-7960,100,60,86,31,277
7961,std-7961,71,84,54,51,260
7962,std-7962,70,23,77,52,222
7963,std-7963,74,100,46,79,299
7964,std-7964,68,100,67,78,313
7965,std-7965,55,100,34,61,250
7966,std-7966,50,68,60,60,238
7967,std-7967,52,60,89,50,251
7968,std-7968,27,87,74,45,233
7969,std-7969,29,49,64,53,195
7970,std-7970,88,76,80,98,342
7971,std-7971,58,70,79,37,244
7972,std-7972,70,66,62,99,297
7973,std-7973,97,100,88,63,348
7974,std-7974,83,73,91,72,319
7975,std-7975,56,73,86,77,292
7976,std-7976,73,47,91,59,270
7977,std-7977,75,83,72,100,330
7978,std-7978,51,53,86,52,242
7979,std-7979,51,92,79,61,283
7980,std-7980,91,62,63,42,258
7981,std-7981,32,69,80,73,254
7982,std-7982,38,44,100,56,238
7983,std-7983,92,62,100,51,305
7984,std-7984,83,70,83,72,308
7985,std-7985,74,70,97,63,304
7986,std-7986,41,100,75,90,306
7987,std-7987,46,59,89,46,240
7988,std-7988,40,72,69,79,260
7989,std-7989,92,59,95,93,339
7990,std-7990,59,47,89,59,254
7991,std-7991,75,70,68,69,282
7992,std-7992,74,99,61,68,302
7993,std-7993,90,45,99,86,320
7994,std-7994,89,76,77,78,320
7995,std-7995,91,79,51,88,309
7996,std-7996,58,82,81,90,311
7997,std-7997,58,69,56,58,241
7998,std-7998,72,62,100,51,285
7999,std-7999,33,75,72,47,227
8000,std-8000,84,52,81,69,286
8001,std-8001,78,82,45,64,269
8002,std-8002,31,57,74,61,223
8003,std-8003,47,39,60,72,218
8004,std-8004,70,47,72,40,229
8005,std-8005,63,100,62,88,313
8006,std-8006,39,65,97,94,295
8007,std-8007,34,80,70,85,269
8008,std-8008,82,55,34,32,203
8009,std-8009,85,89,100,62,336
8010,std-8010,36,99,68,79,282
8011,std-8011,85,54,91,90,320
8012,std-8012,67,100,60,34,261
8013,std-8013,61,65,89,87,302
8014,std-8014,63,100,62,53,278
8015,std-8015,66,75,60,64,265
8016,std-8016,27,48,82,88,245
8017,std-8017,71,95,95,83,344
8018,std-8018,27,23,61,92,203
8019,std-8019,77,65,75,77,294
8020,std-8020,67,50,39,42,198
8021,std-8021,47,89,60,39,235
8022,std-8022,69,46,75,91,281
8023,std-8023,74,71,60,45,250
8024,std-8024,70,97,71,84,322
8025,std-8025,64,85,73,84,306
8026,std-8026,47,72,99,59,277
8027,std-8027,63,49,100,79,291
8028,std-8028,100,51,81,67,268
8029,std-8029,65,56,73,69,270
8030,std-8030,71,63,78,78,290
8031,std-8031,72,71,40,65,235
8032,std-8032,58,74,64,75,287
8033,std-8033,40,75,84,87,286
8034,std-8034,62,83,82,91,318
8035,std-8035,100,98,99,86,383
8036,std-8036,67,69,64,39,239
8037,std-8037,75,43,49,94,261
8038,std-8038,65,96,87,49,297
8039,std-8039,64,88,79,83,314
8040,std-8040,52,77,72,81,282
8041,std-8041,27,57,62,70,216
8042,std-8042,79,81,89,69,318
8043,std-8043,56,68,80,89,293
8044,std-8044,77,95,83,92,347
8045,std-8045,72,74,80,96,322
8046,std-8046,49,75,82,71,277
8047,std-8047,86,93,47,37,263
8048,std-8048,28,86,100,89,303
8049,std-8049,57,65,57,65,244
8050,std-8050,50,93,70,58,271
8051,std-8051,56,91,73,80,300
8052,std-8052,83,63,84,81,311
8053,std-8053,63,84,100,90,337
8054,std-8054,58,100,61,74,293
8055,std-8055,71,69,88,58,286
8056,std-8056,58,51,68,91,268
8057,std-8057,53,73,88,71,285
8058,std-8058,39,55,68,31,193
8059,std-8059,73,33,52,81,239
8060,std-8060,87,46,71,74,278
8061,std-8061,80,46,71,87,284
8062,std-8062,57,73,61,37,228
8063,std-8063,75,45,89,43,252
8064,std-8064,70,76,75,42,263
8065,std-8065,55,71,88,60,274
8066,std-8066,75,26,38,62,201
8067,std-8067,62,69,84,57,272
8068,std-8068,53,65,85,97,300
8069,std-8069,58,83,80,48,269
8070,std-8070,60,39,86,54,239
8071,std-8071,69,81,65,62,277
8072,std-8072,71,81,58,88,298
8073,std-8073,45,53,81,60,239
8074,std-8074,68,73,81,88,310
8075,std-8075,72,88,89,90,339
8076,std-8076,60,66,91,68,285
8077,std-8077,54,76,64,87,281
8078,std-8078,66,68,70,41,245
8079,std-8079,55,62,62,86,265
8080,std-8080,31,85,100,39,255
8081,std-8081,72,61,54,83,270
8082,std-8082,88,89,69,62,308
8083,std-8083,59,65,85,76,285
8084,std-8084,57,59,97,91,304
8085,std-8085,89,53,95,57,294
8086,std-8086,41,50,32,45,168
8087,std-8087,66,73,89,73,301
8088,std-8088,71,85,88,100,344
8089,std-8089,51,75,63,79,268
8090,std-8090,45,70,64,62,241
8091,std-8091,34,81,88,53,256
8092,std-8092,61,90,33,81,265
8093,std-8093,69,56,83,52,260
8094,std-8094,84,100,64,45,293
8095,std-8095,85,62,71,57,275
8096,std-8096,98,50,58,55,261
8097,std-8097,53,70,90,85,298
8098,std-8098,81,58,94,77,310
8099,std-8099,99,44,86,62,291
8100,std-8100,83,81,63,67,294
8101,std-8101,53,85,39,62,239
8102,std-8102,60,58,80,83,281
8103,std-8103,79,74,100,69,322
8104,std-8104,66,69,85,87,307
8105,std-8105,69,85,98,84,336
8106,std-8106,69,34,82,69,254
8107,std-8107,64,69,73,68,274
8108,std-8108,78,89,97,70,334
8109,std-8109,78,80,90,79,327
8110,std-8110,56,70,93,68,287
8111,std-8111,36,60,88,89,273
8112,std-8112,54,90,85,40,269
8113,std-8113,56,79,72,59,266
8114,std-8114,79,53,82,78,292
8115,std-8115,41,69,53,39,202
8116,std-8116,86,61,71,77,295
8117,std-8117,55,66,62,53,236
8118,std-8118,66,91,78,78,313
8119,std-8119,87,63,94,68,312
8120,std-8120,59,56,100,75,290
8121,std-8121,69,77,78,76,300
8122,std-8122,87,54,67,55,263
8123,std-8123,71,39,81,31,222
8124,std-8124,77,82,95,86,340
8125,std-8125,82,81,89,61,313
8126,std-8126,31,73,60,66,230
8127,std-8127,63,93,79,55,290
8128,std-8128,88,56,83,77,304
8129,std-8129,87,65,78,82,312
8130,std-8130,27,40,96,81,244
8131,std-8131,33,84,98,57,272
8132,std-8132,71,54,93,41,259
8133,std-8133,77,71,90,66,304
8134,std-8134,27,89,28,60,204
8135,std-8135,90,82,86,91,349
8136,std-8136,87,68,65,73,293
8137,std-8137,95,64,87,75,321
8138,std-8138,74,90,60,38,262
8139,std-8139,86,63,98,47,294
8140,std-8140,76,64,92,80,312
8141,std-8141,82,47,94,64,287
8142,std-8142,52,95,84,41,272
8143,std-8143,78,27,72,72,249
8144,std-8144,78,100,86,50,314
8145,std-8145,61,88,54,56,259
8146,std-8146,68,89,62,100,319
8147,std-8147,64,61,70,77,272
8148,std-8148,87,77,100,79,343
8149,std-8149,55,41,73,100,269
8150,std-8150,59,92,54,80,285
8151,std-8151,73,67,69,83,292
8152,std-8152,58,76,61,99,294
8153,std-8153,57,48,85,75,265
8154,std-8154,64,82,69,73,288
8155,std-8155,32,93,67,77,269
8156,std-8156,69,32,71,75,247
8157,std-8157,88,39,47,81,255
8158,std-8158,55,89,88,100,332
8159,std-8159,63,81,86,78,308
8160,std-8160,75,87,69,95,326
8161,std-8161,27,51,79,52,209
8162,std-8162,60,61,96,97,314
8163,std-8163,67,23,53,86,229
8164,std-8164,71,60,93,85,309
8165,std-8165,62,62,74,96,294
8166,std-8166,94,88,86,34,302
8167,std-8167,88,60,86,23,257
8168,std-8168,51,63,82,52,248
8169,std-8169,77,90,97,86,350
8170,std-8170,37,56,70,56,219
8171,std-8171,68,42,61,58,229
8172,std-8172,49,61,97,74,281
8173,std-8173,65,86,95,87,333
8174,std-8174,61,62,81,91,295
8175,std-8175,67,60,100,74,301
8176,std-8176,31,55,71,80,237
8177,std-8177,27,66,24,41,158
8178,std-8178,62,53,100,51,266
8179,std-8179,27,72,71,92,262
8180,std-8180,73,66,79,37,255
8181,std-8181,53,76,100,63,292
8182,std-8182,70,72,83,55,280
8183,std-8183,77,69,44,66,256
8184,std-8184,51,54,87,73,265
8185,std-8185,70,66,93,45,274
8186,std-8186,69,75,100,47,291
8187,std-8187,68,52,72,100,292
8188,std-8188,92,69,100,92,353
8189,std-8189,62,71,80,98,311
8190,std-8190,82,51,90,69,292
8191,std-8191,51,79,79,57,266
8192,std-8192,55,73,73,71,272
8193,std-8193,94,41,72,77,284
8194,std-8194,29,93,77,62,261
8195,std-8195,72,61,82,78,293
8196,std-8196,59,97,49,62,267
8197,std-8197,32,73,71,54,230
8198,std-8198,45,57,72,47,221
8199,std-8199,91,76,94,86,347
8200,std-8200,59,73,100,80,312
8201,std-8201,82,80,80,50,292
8202,std-8202,72,40,79,67,258
8203,std-8203,50,87,84,63,284
8204,std-8204,61,53,44,96,254
8205,std-8205,75,84,76,68,303
8206,std-8206,48,64,100,81,293
8207,std-8207,53,100,48,85,286
8208,std-8208,51,87,96,42,276
8209,std-8209,83,72,80,92,327
8210,std-8210,81,70,95,84,330
8211,std-8211,63,74,39,64,240
8212,std-8212,50,75,44,52,221
8213,std-8213,59,40,45,53,197
8214,std-8214,74,51,81,74,280
8215,std-8215,99,34,78,85,296
8216,std-8216,58,87,70,73,288
8217,std-8217,48,64,94,58,264
8218,std-8218,48,61,76,51,236
8219,std-8219,56,75,96,89,316
8220,std-8220,66,89,61,86,302
8221,std-8221,81,52,82,89,304
8222,std-8222,86,58,77,77,298
8223,std-8223,28,88,53,79,248
8224,std-8224,56,75,36,59,226
8225,std-8225,56,67,67,56,246
8226,std-8226,70,61,83,83,297
8227,std-8227,93,63,66,92,314
8228,std-8228,86,63,51,76,276
8229,std-8229,42,83,75,72,272
8230,std-8230,67,62,68,55,252
8231,std-8231,70,59,89,58,276
8232,std-8232,84,89,85,90,348
8233,std-8233,59,23,72,31,185
8234,std-8234,50,49,54,64,217
8235,std-8235,68,47,55,56,226
8236,std-8236,65,88,94,76,323
8237,std-8237,64,69,91,88,312
8238,std-8238,56,57,96,77,286
8239,std-8239,50,72,94,47,263
8240,std-8240,93,41,43,74,251
8241,std-8241,76,63,88,42,269
8242,std-8242,81,90,77,80,328
8243,std-8243,44,100,87,43,274
8244,std-8244,92,48,88,91,319
8245,std-8245,50,62,74,78,264
8246,std-8246,38,85,60,59,242
8247,std-8247,53,56,86,64,259
8248,std-8248,54,75,63,43,235
8249,std-8249,67,68,89,57,281
8250,std-8250,30,90,100,79,299
8251,std-8251,91,54,83,56,284
8252,std-8252,59,65,72,62,258
8253,std-8253,36,86,74,45,241
8254,std-8254,55,65,84,84,288
8255,std-8255,75,40,95,96,306
8256,std-8256,80,100,55,65,300
8257,std-8257,68,68,77,53,266
8258,std-8258,60,98,85,92,335
8259,std-8259,73,60,90,83,306
8260,std-8260,99,53,56,73,281
8261,std-8261,71,93,69,58,291
8262,std-8262,50,79,80,56,265
8263,std-8263,55,69,78,82,284
8264,std-8264,45,48,76,43,212
8265,std-8265,100,34,82,61,277
8266,std-8266,66,38,69,61,234
8267,std-8267,27,91,55,70,243
8268,std-8268,58,41,54,85,238
8269,std-8269,100,65,84,58,307
8270,std-8270,69,60,81,67,277
8271,std-8271,93,92,100,36,321
8272,std-8272,58,79,93,41,271
8273,std-8273,33,73,49,51,206
8274,std-8274,76,70,80,66,292
8275,std-8275,67,68,62,90,287
8276,std-8276,28,60,56,75,219
8277,std-8277,72,74,53,62,261
8278,std-8278,27,61,81,82,251
8279,std-8279,42,60,39,55,196
8280,std-8280,57,42,93,50,242
8281,std-8281,62,41,58,75,236
8282,std-8282,27,94,100,94,315
8283,std-8283,77,85,80,55,297
8284,std-8284,83,24,84,80,271
8285,std-8285,60,82,53,67,262
8286,std-8286,43,56,69,63,231
8287,std-8287,47,80,83,41,251
8288,std-8288,65,76,98,67,306
8289,std-8289,68,59,84,64,275
8290,std-8290,71,39,87,75,272
8291,std-8291,36,40,100,67,243
8292,std-8292,63,34,53,51,201
8293,std-8293,59,76,73,88,296
8294,std-8294,62,72,54,48,236
8295,std-8295,64,53,72,59,248
8296,std-8296,51,40,75,78,244
8297,std-8297,39,72,62,92,265
8298,std-8298,92,23,87,77,279
8299,std-8299,67,54,76,64,261
8300,std-8300,91,68,77,62,298
8301,std-8301,54,68,58,76,256
8302,std-8302,76,49,91,86,302
8303,std-8303,80,73,73,90,316
8304,std-8304,57,79,69,79,284
8305,std-8305,72,58,80,69,279
8306,std-8306,59,70,65,53,247
8307,std-8307,66,69,72,60,267
8308,std-8308,54,70,55,53,232
8309,std-8309,76,82,89,24,271
8310,std-8310,49,100,66,83,298
8311,std-8311,36,70,67,36,209
8312,std-8312,74,82,79,57,292
8313,std-8313,48,40,85,34,207
8314,std-8314,64,54,62,39,219
8315,std-8315,63,38,81,60,242
8316,std-8316,41,86,71,77,275
8317,std-8317,87,66,100,74,327
8318,std-8318,66,98,68,88,320
8319,std-8319,32,69,92,57,250
8320,std-8320,73,93,73,62,301
8321,std-8321,32,76,100,60,268
8322,std-8322,79,56,77,82,294
8323,std-8323,48,85,97,70,300
8324,std-8324,40,53,65,37,195
8325,std-8325,55,73,66,53,247
8326,std-8326,93,83,60,91,327
8327,std-8327,68,46,90,55,259
8328,std-8328,48,38,93,43,222
8329,std-8329,61,87,46,64,258
8330,std-8330,76,80,99,88,343
8331,std-8331,45,75,71,64,255
8332,std-8332,76,91,79,58,304
8333,std-8333,66,65,81,70,282
8334,std-8334,79,76,100,92,347
8335,std-8335,51,56,76,58,241
8336,std-8336,99,51,63,43,256
8337,std-8337,82,80,69,76,307
8338,std-8338,72,96,87,96,351
8339,std-8339,85,43,80,55,263
8340,std-8340,53,43,50,80,226
8341,std-8341,66,55,45,80,246
8342,std-8342,79,54,67,66,266
8343,std-8343,53,42,39,66,200
8344,std-8344,36,82,74,45,237
8345,std-8345,39,78,95,55,267
8346,std-8346,72,62,87,41,262
8347,std-8347,65,83,56,52,256
8348,std-8348,50,79,100,66,295
8349,std-8349,100,60,67,86,313
8350,std-8350,80,61,72,41,254
8351,std-8351,89,26,68,62,245
8352,std-8352,58,75,79,52,264
8353,std-8353,72,53,91,82,298
8354,std-8354,70,65,92,50,277
8355,std-8355,89,100,56,74,319
8356,std-8356,45,54,79,57,235
8357,std-8357,76,31,94,89,290
8358,std-8358,87,37,100,94,318
8359,std-8359,65,37,90,88,280
8360,std-8360,93,84,84,79,340
8361,std-8361,51,80,85,62,278
8362,std-8362,69,76,53,66,264
8363,std-8363,39,57,92,88,276
8364,std-8364,36,44,71,66,217
8365,std-8365,55,44,87,30,216
8366,std-8366,71,71,99,45,286
8367,std-8367,63,74,95,47,279
8368,std-8368,27,46,61,56,190
8369,std-8369,82,55,91,58,286
8370,std-8370,51,54,100,96,301
8371,std-8371,59,69,82,72,282
8372,std-8372,88,89,53,58,288
8373,std-8373,37,45,77,29,188
8374,std-8374,51,75,97,68,291
8375,std-8375,97,61,70,66,294
8376,std-8376,69,75,69,30,243
8377,std-8377,40,79,72,77,268
8378,std-8378,91,88,91,72,342
8379,std-8379,58,100,65,59,282
8380,std-8380,57,100,72,86,315
8381,std-8381,75,63,74,68,280
8382,std-8382,82,98,95,82,357
8383,std-8383,50,31,56,47,184
8384,std-8384,75,68,42,69,254
8385,std-8385,67,56,94,57,274
8386,std-8386,58,59,100,72,289
8387,std-8387,80,79,55,84,298
8388,std-8388,70,43,69,89,271
8389,std-8389,100,61,61,59,281
8390,std-8390,46,64,79,41,230
8391,std-8391,86,42,68,62,258
8392,std-8392,46,41,76,81,244
8393,std-8393,78,56,76,46,256
8394,std-8394,72,93,89,95,349
8395,std-8395,62,87,92,75,316
8396,std-8396,84,93,70,54,301
8397,std-8397,71,30,56,69,226
8398,std-8398,89,53,86,85,313
8399,std-8399,35,47,77,63,222
8400,std-8400,57,100,84,97,338
8401,std-8401,33,78,60,61,232
8402,std-8402,65,58,60,49,232
8403,std-8403,62,76,100,42,280
8404,std-8404,57,73,100,78,308
8405,std-8405,89,55,66,35,245
8406,std-8406,48,100,54,90,292
8407,std-8407,48,78,67,71,264
8408,std-8408,44,73,89,97,303
8409,std-8409,64,68,85,78,295
8410,std-8410,27,85,81,69,262
8411,std-8411,60,51,69,44,224
8412,std-8412,91,84,89,59,323
8413,std-8413,51,87,74,84,296
8414,std-8414,80,77,87,39,283
8415,std-8415,29,100,72,72,273
8416,std-8416,32,50,38,94,214
8417,std-8417,34,100,76,93,303
8418,std-8418,47,51,93,80,271
8419,std-8419,49,76,96,68,289
8420,std-8420,52,100,60,81,293
8421,std-8421,50,64,65,86,265
8422,std-8422,51,68,100,87,306
8423,std-8423,37,71,92,74,274
8424,std-8424,86,46,74,59,265
8425,std-8425,50,38,100,100,288
8426,std-8426,49,89,76,89,303
8427,std-8427,49,61,78,53,241
8428,std-8428,83,57,64,62,266
8429,std-8429,89,37,76,72,274
8430,std-8430,65,44,90,70,269
8431,std-8431,72,59,98,75,304
8432,std-8432,74,69,88,77,308
8433,std-8433,71,52,47,42,212
8434,std-8434,60,58,86,66,270
8435,std-8435,61,45,29,89,224
8436,std-8436,70,59,94,83,306
8437,std-8437,40,32,24,55,151
8438,std-8438,95,73,98,76,342
8439,std-8439,47,95,63,93,298
8440,std-8440,50,100,78,33,261
8441,std-8441,84,98,96,84,362
8442,std-8442,32,81,100,100,313
8443,std-8443,67,67,77,83,294
8444,std-8444,58,60,81,69,268
8445,std-8445,100,84,100,90,374
8446,std-8446,33,80,48,97,258
8447,std-8447,50,92,87,80,309
8448,std-8448,50,53,50,84,237
8449,std-8449,47,58,82,58,245
8450,std-8450,62,100,62,94,318
8451,std-8451,71,71,78,44,264
8452,std-8452,69,55,84,71,279
8453,std-8453,39,80,76,86,281
8454,std-8454,43,82,84,95,304
8455,std-8455,31,97,82,74,284
8456,std-8456,64,61,96,47,268
8457,std-8457,62,99,81,89,331
8458,std-8458,59,70,100,94,323
8459,std-8459,56,91,86,66,299
8460,std-8460,65,65,78,46,254
8461,std-8461,67,96,57,81,301
8462,std-8462,69,76,66,67,278
8463,std-8463,63,55,65,67,250
8464,std-8464,51,80,92,100,323
8465,std-8465,64,94,73,59,290
8466,std-8466,59,37,85,80,261
8467,std-8467,52,80,88,72,292
8468,std-8468,53,82,65,100,300
8469,std-8469,57,77,100,37,271
8470,std-8470,58,81,92,85,316
8471,std-8471,63,37,78,51,229
8472,std-8472,57,58,89,68,272
8473,std-8473,39,67,58,63,227
8474,std-8474,32,75,94,52,253
8475,std-8475,91,76,74,33,274
8476,std-8476,27,96,92,75,290
8477,std-8477,68,100,67,62,297
8478,std-8478,68,100,67,41,276
8479,std-8479,27,100,64,100,291
8480,std-8480,58,61,61,47,227
8481,std-8481,74,35,62,68,239
8482,std-8482,40,70,70,65,245
8483,std-8483,60,67,53,59,239
8484,std-8484,27,89,82,75,273
8485,std-8485,65,72,45,34,216
8486,std-8486,71,60,51,25,207
8487,std-8487,43,73,69,87,272
8488,std-8488,63,68,87,63,281
8489,std-8489,72,58,85,81,296
8490,std-8490,56,83,77,60,276
8491,std-8491,65,65,48,68,246
8492,std-8492,79,26,69,90,264
8493,std-8493,92,51,71,39,253
8494,std-8494,100,66,82,65,313
8495,std-8495,89,54,100,95,338
8496,std-8496,49,78,69,88,284
8497,std-8497,60,84,45,58,247
8498,std-8498,92,80,86,62,320
8499,std-8499,36,83,99,81,299
8500,std-8500,78,100,75,63,316
8501,std-8501,72,86,55,68,281
8502,std-8502,31,91,78,58,258
8503,std-8503,60,67,100,55,282
8504,std-8504,64,67,90,74,295
8505,std-8505,27,72,73,75,247
8506,std-8506,27,100,96,74,297
8507,std-8507,47,45,73,61,226
8508,std-8508,70,73,86,31,260
8509,std-8509,93,55,93,70,311
8510,std-8510,98,36,88,66,288
8511,std-8511,71,83,90,85,329
8512,std-8512,67,59,72,67,265
8513,std-8513,74,48,75,62,259
8514,std-8514,58,68,59,82,267
8515,std-8515,44,86,72,53,255
8516,std-8516,44,54,100,86,284
8517,std-8517,51,77,67,56,251
8518,std-8518,51,48,65,78,242
8519,std-8519,71,69,69,74,283
8520,std-8520,70,31,70,71,242
8521,std-8521,47,100,47,72,266
8522,std-8522,37,58,68,43,206
8523,std-8523,81,74,85,90,330
8524,std-8524,67,62,75,38,242
8525,std-8525,56,79,94,54,283
8526,std-8526,80,73,90,100,343
8527,std-8527,64,92,89,98,343
8528,std-8528,32,91,94,80,297
8529,std-8529,71,67,75,71,284
8530,std-8530,69,54,74,37,234
8531,std-8531,73,65,84,45,267
8532,std-8532,52,54,85,66,257
8533,std-8533,58,61,69,50,238
8534,std-8534,34,82,71,100,287
8535,std-8535,54,80,90,69,293
8536,std-8536,27,89,69,31,216
8537,std-8537,74,77,48,70,269
8538,std-8538,59,73,65,86,283
8539,std-8539,69,70,94,68,301
8540,std-8540,62,58,88,100,308
8541,std-8541,58,48,60,82,248
8542,std-8542,60,77,81,57,275
8543,std-8543,77,86,68,75,306
8544,std-8544,36,37,70,100,243
8545,std-8545,27,49,61,40,177
8546,std-8546,78,48,46,49,221
8547,std-8547,82,38,69,69,258
8548,std-8548,56,58,61,70,245
8549,std-8549,33,46,97,63,239
8550,std-8550,59,76,83,49,267
8551,std-8551,63,65,80,80,288
8552,std-8552,100,25,84,82,291
8553,std-8553,74,75,82,65,296
8554,std-8554,67,71,52,56,246
8555,std-8555,31,78,62,85,256
8556,std-8556,60,97,98,84,339
8557,std-8557,76,52,74,82,284
8558,std-8558,79,65,98,71,313
8559,std-8559,40,60,98,86,284
8560,std-8560,54,70,76,75,275
8561,std-8561,100,68,60,82,310
8562,std-8562,27,86,58,53,224
8563,std-8563,90,73,80,52,295
8564,std-8564,45,72,51,90,258
8565,std-8565,41,54,43,48,186
8566,std-8566,36,53,93,89,271
8567,std-8567,41,80,91,55,267
8568,std-8568,100,61,84,77,322
8569,std-8569,64,70,87,94,315
8570,std-8570,50,62,88,31,231
8571,std-8571,38,50,72,76,236
8572,std-8572,48,95,66,85,294
8573,std-8573,86,75,78,79,318
8574,std-8574,68,58,89,64,279
8575,std-8575,76,70,100,76,322
8576,std-8576,96,93,83,70,342
8577,std-8577,56,71,100,79,306
8578,std-8578,52,76,95,41,264
8579,std-8579,87,63,80,75,305
8580,std-8580,55,40,61,85,241
8581,std-8581,65,88,87,73,313
8582,std-8582,79,89,80,49,297
8583,std-8583,63,61,33,40,197
8584,std-8584,62,88,100,34,284
8585,std-8585,31,63,91,62,247
8586,std-8586,64,43,82,78,267
8587,std-8587,29,79,73,45,226
8588,std-8588,95,76,61,41,273
8589,std-8589,57,75,61,87,280
8590,std-8590,76,37,99,43,255
8591,std-8591,49,75,78,100,302
8592,std-8592,61,26,53,43,183
8593,std-8593,27,100,88,55,270
8594,std-8594,65,61,84,100,310
8595,std-8595,71,94,82,53,300
8596,std-8596,38,63,71,39,211
8597,std-8597,51,45,88,93,277
8598,std-8598,87,97,63,56,303
8599,std-8599,63,74,98,82,317
8600,std-8600,49,59,77,90,275
8601,std-8601,64,65,48,51,228
8602,std-8602,90,36,81,94,301
8603,std-8603,82,81,83,53,299
8604,std-8604,69,83,100,47,299
8605,std-8605,79,59,91,61,290
8606,std-8606,48,53,76,48,225
8607,std-8607,57,43,59,85,244
8608,std-8608,55,72,67,63,257
8609,std-8609,63,69,87,66,285
8610,std-8610,29,42,54,57,182
8611,std-8611,49,74,84,87,294
8612,std-8612,65,57,83,60,265
8613,std-8613,65,81,78,58,282
8614,std-8614,33,61,61,96,251
8615,std-8615,28,76,100,55,259
8616,std-8616,83,27,72,40,222
8617,std-8617,54,81,82,68,285
8618,std-8618,84,46,71,67,268
8619,std-8619,92,30,41,27,190
8620,std-8620,52,70,100,71,293
8621,std-8621,64,85,75,69,293
8622,std-8622,95,79,49,77,300
8623,std-8623,80,85,100,55,320
8624,std-8624,67,76,80,97,320
8625,std-8625,47,55,82,94,278
8626,std-8626,55,91,59,85,290
8627,std-8627,71,100,82,70,323
8628,std-8628,56,78,75,64,273
8629,std-8629,45,39,89,83,256
8630,std-8630,27,70,74,81,252
8631,std-8631,27,66,49,49,191
8632,std-8632,73,98,69,67,307
8633,std-8633,79,65,82,80,306
8634,std-8634,81,74,91,61,307
8635,std-8635,74,74,73,54,275
8636,std-8636,61,51,99,38,249
8637,std-8637,31,72,65,100,268
8638,std-8638,74,49,100,98,321
8639,std-8639,56,100,79,86,321
8640,std-8640,74,76,57,70,277
8641,std-8641,81,51,96,71,299
8642,std-8642,87,63,98,59,307
