grade_id,roll_no,math_grade,reading_grade,writing_grade,science_grade,overall_grade
7560,std-7560,F,C,A,A,B
7561,std-7561,C,C,A,D,A
7562,std-7562,F,F,B,C,B
7563,std-7563,F,D,A,F,C
7564,std-7564,B,D,F,F,C
7565,std-7565,F,F,F,B,C
7566,std-7566,F,D,D,D,B
7567,std-7567,F,C,B,B,B
7568,std-7568,C,B,F,F,C
7569,std-7569,F,F,D,C,C
7570,std-7570,F,D,A,B,B
7571,std-7571,F,D,B,A,B
7572,std-7572,C,D,D,F,B
7573,std-7573,A,C,A,C,A
7574,std-7574,F,C,D,D,C
7575,std-7575,F,C,C,A,B
7576,std-7576,C,D,F,D,B
7577,std-7577,F,F,F,F,D
7578,std-7578,C,A,A,B,A
7579,std-7579,F,C,F,B,B
7580,std-7580,F,C,B,C,B
7581,std-7581,F,F,D,F,D
7582,std-7582,D,C,C,F,B
7583,std-7583,C,C,A,C,A
7584,std-7584,C,A,B,D,A
7585,std-7585,F,F,A,C,B
7586,std-7586,F,F,F,F,D
7587,std-7587,F,F,A,B,B
7588,std-7588,D,A,D,F,B
7589,std-7589,D,B,B,C,B
7590,std-7590,F,F,F,D,C
7591,std-7591,D,A,C,D,B
7592,std-7592,F,D,C,D,B
7593,std-7593,F,B,C,D,B
7594,std-7594,B,F,B,D,B
7595,std-7595,F,B,D,F,B
7596,std-7596,F,F,D,F,C
7597,std-7597,C,A,D,D,B
7598,std-7598,F,A,B,B,A
7599,std-7599,F,F,A,B,B
7600,std-7600,F,F,B,B,B
7601,std-7601,F,F,D,D,C
7602,std-7602,F,D,A,C,B
7603,std-7603,F,D,B,D,B
7604,std-7604,C,A,B,F,B
7605,std-7605,F,C,F,D,C
7606,std-7606,C,F,F,A,B
7607,std-7607,F,F,F,C,C
7608,std-7608,C,D,C,F,B
7609,std-7609,F,F,A,F,C
7610,std-7610,F,A,A,C,A
7611,std-7611,D,F,A,F,B
7612,std-7612,D,D,B,A,B
7613,std-7613,F,F,A,A,B
7614,std-7614,C,B,A,D,A
7615,std-7615,A,F,B,B,B
7616,std-7616,C,F,B,C,B
7617,std-7617,F,F,D,F,C
7618,std-7618,F,F,F,B,B
7619,std-7619,C,B,A,D,A
7620,std-7620,D,C,A,B,B
7621,std-7621,D,D,B,F,B
7622,std-7622,D,C,B,D,B
7623,std-7623,F,C,A,F,B
7624,std-7624,F,F,A,D,B
7625,std-7625,F,F,D,C,C
7626,std-7626,A,B,A,A,A
7627,std-7627,F,C,A,F,B
7628,std-7628,F,B,C,F,B
7629,std-7629,F,F,C,B,C
7630,std-7630,F,D,B,D,B
7631,std-7631,D,C,B,F,B
7632,std-7632,C,C,C,A,A
7633,std-7633,F,F,B,F,C
7634,std-7634,B,F,A,F,B
7635,std-7635,F,B,C,C,B
7636,std-7636,F,F,F,B,C
7637,std-7637,C,F,C,F,B
7638,std-7638,F,D,C,A,B
7639,std-7639,A,F,C,D,B
7640,std-7640,D,F,B,C,B
7641,std-7641,A,D,A,C,A
7642,std-7642,F,B,C,D,B
7643,std-7643,F,A,C,A,B
7644,std-7644,A,A,C,F,B
7645,std-7645,F,F,B,C,B
7646,std-7646,F,F,F,F,D
7647,std-7647,F,D,F,B,C
7648,std-7648,C,B,A,A,A
7649,std-7649,D,A,D,F,B
7650,std-7650,D,D,A,F,B
7651,std-7651,A,A,A,F,A
7652,std-7652,A,B,D,F,B
7653,std-7653,F,F,A,A,B
7654,std-7654,F,D,C,F,C
7655,std-7655,F,F,B,F,C
7656,std-7656,F,D,A,D,B
7657,std-7657,C,C,F,F,B
7658,std-7658,D,C,A,D,B
7659,std-7659,F,C,B,F,C
7660,std-7660,C,D,F,C,B
7661,std-7661,B,F,F,D,B
7662,std-7662,B,C,F,F,B
7663,std-7663,C,F,C,F,C
7664,std-7664,F,F,C,D,B
7665,std-7665,F,F,C,F,C
7666,std-7666,B,F,B,F,B
7667,std-7667,F,D,C,A,B
7668,std-7668,B,D,F,F,B
7669,std-7669,F,D,C,C,B
7670,std-7670,D,B,F,F,B
7671,std-7671,D,B,F,F,B
7672,std-7672,A,C,A,B,A
7673,std-7673,F,A,F,F,B
7674,std-7674,B,B,C,D,B
7675,std-7675,F,C,C,F,B
7676,std-7676,F,A,D,C,B
7677,std-7677,F,F,A,A,B
7678,std-7678,F,C,D,F,C
7679,std-7679,D,C,C,C,B
7680,std-7680,D,D,A,F,B
7681,std-7681,F,A,C,A,B
7682,std-7682,D,C,A,F,B
7683,std-7683,B,D,A,A,A
7684,std-7684,D,D,F,F,C
7685,std-7685,A,D,D,C,B
7686,std-7686,B,D,F,D,B
7687,std-7687,F,C,A,F,B
7688,std-7688,D,D,F,B,B
7689,std-7689,F,C,F,F,C
7690,std-7690,F,F,A,C,B
7691,std-7691,F,C,F,F,C
7692,std-7692,C,F,C,D,B
7693,std-7693,B,F,C,F,C
7694,std-7694,F,D,B,C,C
7695,std-7695,F,F,C,C,B
7696,std-7696,F,F,A,C,B
7697,std-7697,B,C,F,F,B
7698,std-7698,F,B,C,F,B
7699,std-7699,C,F,A,F,B
7700,std-7700,F,F,B,D,C
7701,std-7701,C,A,C,F,B
7702,std-7702,F,C,C,F,B
7703,std-7703,D,A,D,D,B
7704,std-7704,C,F,A,C,B
7705,std-7705,D,A,F,F,C
7706,std-7706,B,D,B,C,B
7707,std-7707,A,C,B,D,B
7708,std-7708,A,F,F,A,B
7709,std-7709,D,B,B,D,B
7710,std-7710,D,B,C,C,B
7711,std-7711,D,C,B,D,B
7712,std-7712,A,B,A,B,A
7713,std-7713,D,D,D,D,B
7714,std-7714,F,A,F,F,C
7715,std-7715,F,C,A,D,B
7716,std-7716,C,A,D,B,B
7717,std-7717,F,F,C,A,B
7718,std-7718,C,F,C,B,B
7719,std-7719,D,D,F,F,C
7720,std-7720,D,D,F,D,C
7721,std-7721,C,F,B,F,C
7722,std-7722,D,C,D,A,B
7723,std-7723,A,F,D,F,B
7724,std-7724,F,C,A,A,B
7725,std-7725,C,D,A,B,A
7726,std-7726,C,F,D,C,B
7727,std-7727,B,F,C,F,B
7728,std-7728,C,F,C,B,B
7729,std-7729,F,D,C,D,B
7730,std-7730,F,D,D,F,C
7731,std-7731,F,F,B,C,C
7732,std-7732,C,B,C,D,B
7733,std-7733,C,C,C,F,B
7734,std-7734,F,D,D,B,B
7735,std-7735,D,A,B,D,B
7736,std-7736,C,F,D,A,B
7737,std-7737,C,D,B,C,B
7738,std-7738,B,C,C,A,A
7739,std-7739,F,B,F,D,C
7740,std-7740,D,B,F,B,B
7741,std-7741,C,D,D,B,B
7742,std-7742,F,A,C,F,B
7743,std-7743,C,F,A,C,B
7744,std-7744,F,A,F,D,B
7745,std-7745,F,A,A,C,A
7746,std-7746,C,C,C,F,B
7747,std-7747,F,C,F,F,C
7748,std-7748,F,C,D,D,B
7749,std-7749,D,C,B,D,B
7750,std-7750,F,C,D,B,B
7751,std-7751,F,F,D,C,C
7752,std-7752,C,C,F,B,B
7753,std-7753,C,A,C,C,B
7754,std-7754,F,B,B,D,B
7755,std-7755,C,A,C,C,A
7756,std-7756,F,D,C,C,B
7757,std-7757,F,C,D,F,C
7758,std-7758,F,F,A,D,C
7759,std-7759,D,B,B,C,A
7760,std-7760,D,F,A,F,C
7761,std-7761,F,A,B,A,A
7762,std-7762,D,F,C,D,B
7763,std-7763,F,D,A,C,B
7764,std-7764,A,A,D,F,B
7765,std-7765,F,D,D,D,C
7766,std-7766,D,A,D,A,A
7767,std-7767,D,A,A,D,A
7768,std-7768,D,D,C,A,B
7769,std-7769,F,F,C,C,C
7770,std-7770,B,F,A,C,B
7771,std-7771,D,F,A,B,B
7772,std-7772,B,C,F,D,B
7773,std-7773,F,F,D,C,C
7774,std-7774,D,F,D,B,C
7775,std-7775,F,D,F,D,B
7776,std-7776,F,D,B,F,C
7777,std-7777,F,D,D,F,C
7778,std-7778,D,C,A,B,A
7779,std-7779,F,C,C,C,B
7780,std-7780,F,B,D,A,B
7781,std-7781,F,A,D,B,B
7782,std-7782,D,F,A,C,B
7783,std-7783,B,F,B,C,B
7784,std-7784,F,A,D,C,B
7785,std-7785,F,F,C,D,C
7786,std-7786,B,C,C,B,A
7787,std-7787,F,F,C,C,B
7788,std-7788,C,F,A,D,B
7789,std-7789,C,D,B,D,B
7790,std-7790,C,B,B,F,B
7791,std-7791,B,F,F,D,C
7792,std-7792,B,D,D,F,B
7793,std-7793,C,F,F,C,B
7794,std-7794,D,F,B,F,C
7795,std-7795,F,D,F,C,C
7796,std-7796,D,C,F,C,B
7797,std-7797,B,B,B,D,B
7798,std-7798,F,F,A,D,C
7799,std-7799,F,F,C,C,C
7800,std-7800,F,C,A,D,B
7801,std-7801,F,F,A,B,B
7802,std-7802,D,F,A,D,B
7803,std-7803,F,A,A,B,A
7804,std-7804,F,B,B,B,B
7805,std-7805,F,B,D,F,B
7806,std-7806,B,F,C,B,B
7807,std-7807,F,C,C,F,B
7808,std-7808,F,F,C,C,B
7809,std-7809,F,A,C,B,B
7810,std-7810,A,F,B,F,B
7811,std-7811,C,F,A,C,B
7812,std-7812,D,A,B,B,A
7813,std-7813,C,B,C,C,B
7814,std-7814,F,D,C,B,B
7815,std-7815,F,A,F,B,B
7816,std-7816,F,B,B,C,B
7817,std-7817,D,D,C,C,B
7818,std-7818,F,C,F,D,C
7819,std-7819,F,C,B,D,B
7820,std-7820,A,C,A,D,A
7821,std-7821,F,F,A,B,B
7822,std-7822,F,B,F,C,B
7823,std-7823,F,F,F,F,D
7824,std-7824,D,C,C,C,B
7825,std-7825,C,F,A,F,B
7826,std-7826,D,F,D,F,C
7827,std-7827,C,D,A,B,A
7828,std-7828,C,F,D,D,C
7829,std-7829,F,D,D,D,C
7830,std-7830,C,F,B,F,B
7831,std-7831,C,D,D,D,B
7832,std-7832,D,B,A,D,B
7833,std-7833,A,C,A,B,A
7834,std-7834,D,C,F,D,C
7835,std-7835,C,D,C,B,B
7836,std-7836,C,F,C,D,B
7837,std-7837,D,B,C,D,B
7838,std-7838,F,F,C,D,C
7839,std-7839,F,B,F,D,C
7840,std-7840,F,F,C,F,C
7841,std-7841,F,C,A,D,B
7842,std-7842,F,F,D,C,C
7843,std-7843,F,F,D,C,C
7844,std-7844,F,C,C,F,B
7845,std-7845,D,F,F,D,C
7846,std-7846,B,F,F,B,B
7847,std-7847,F,D,F,F,D
7848,std-7848,C,A,D,B,B
7849,std-7849,B,C,A,D,A
7850,std-7850,A,B,B,D,A
7851,std-7851,F,F,F,D,D
7852,std-7852,C,A,B,F,B
7853,std-7853,D,F,B,F,C
7854,std-7854,C,D,F,D,B
7855,std-7855,F,B,A,D,B
7856,std-7856,B,B,C,F,B
7857,std-7857,F,C,D,D,C
7858,std-7858,D,C,B,D,B
7859,std-7859,F,C,A,D,B
7860,std-7860,F,F,F,F,D
7861,std-7861,F,A,F,A,B
7862,std-7862,C,D,D,D,B
7863,std-7863,F,C,A,C,B
7864,std-7864,D,A,F,D,B
7865,std-7865,F,F,C,A,C
7866,std-7866,A,F,F,B,B
7867,std-7867,F,D,C,D,C
7868,std-7868,C,F,C,F,C
7869,std-7869,D,C,F,A,B
7870,std-7870,F,F,B,C,C
7871,std-7871,D,F,F,B,C
7872,std-7872,B,F,A,B,B
7873,std-7873,D,A,B,D,B
7874,std-7874,F,F,C,F,C
7875,std-7875,C,C,C,C,B
7876,std-7876,A,F,A,B,A
7877,std-7877,C,D,B,C,B
7878,std-7878,D,A,D,F,B
7879,std-7879,C,F,C,C,B
7880,std-7880,C,B,F,F,B
7881,std-7881,D,D,C,C,B
7882,std-7882,A,B,A,D,A
7883,std-7883,F,B,C,F,B
7884,std-7884,B,F,D,A,B
7885,std-7885,F,B,C,A,B
7886,std-7886,A,A,B,F,A
7887,std-7887,F,D,A,F,B
7888,std-7888,F,C,A,D,B
7889,std-7889,D,F,C,F,C
7890,std-7890,C,C,D,D,B
7891,std-7891,F,B,F,D,C
7892,std-7892,B,B,A,B,A
7893,std-7893,B,F,A,B,A
7894,std-7894,F,C,D,C,B
7895,std-7895,F,D,D,C,B
7896,std-7896,F,F,B,C,B
7897,std-7897,D,F,F,B,B
7898,std-7898,F,F,F,D,C
7899,std-7899,F,C,A,C,B
7900,std-7900,F,A,C,A,B
7901,std-7901,F,C,C,C,B
7902,std-7902,F,F,B,D,C
7903,std-7903,F,C,A,F,B
7904,std-7904,C,F,C,B,B
7905,std-7905,C,C,B,C,B
7906,std-7906,D,C,A,F,B
7907,std-7907,D,B,D,C,B
7908,std-7908,D,C,B,C,B
7909,std-7909,F,C,A,F,B
7910,std-7910,F,B,B,F,B
7911,std-7911,F,D,A,B,B
7912,std-7912,C,B,A,F,B
7913,std-7913,D,A,C,B,A
7914,std-7914,F,F,A,A,B
7915,std-7915,C,F,D,F,C
7916,std-7916,D,F,B,B,B
7917,std-7917,D,C,B,F,B
7918,std-7918,D,F,C,F,C
7919,std-7919,D,B,A,C,A
7920,std-7920,D,A,F,F,B
7921,std-7921,C,F,F,D,C
7922,std-7922,F,A,C,B,B
7923,std-7923,D,B,F,C,B
7924,std-7924,F,B,F,A,B
7925,std-7925,F,F,C,A,C
7926,std-7926,F,B,A,D,B
7927,std-7927,D,C,C,F,B
7928,std-7928,F,C,C,A,B
7929,std-7929,F,D,B,F,C
7930,std-7930,F,B,B,C,B
7931,std-7931,A,B,A,F,A
7932,std-7932,C,F,A,F,B
7933,std-7933,F,F,C,F,C
7934,std-7934,F,D,A,C,B
7935,std-7935,D,D,A,F,B
7936,std-7936,F,C,A,D,B
7937,std-7937,C,F,B,C,B
7938,std-7938,C,C,B,C,B
7939,std-7939,D,F,C,F,C
7940,std-7940,C,F,B,F,B
7941,std-7941,F,F,D,D,C
7942,std-7942,B,D,A,C,B
7943,std-7943,B,F,B,D,B
7944,std-7944,F,C,D,D,B
7945,std-7945,D,A,A,B,A
7946,std-7946,F,C,D,B,B
7947,std-7947,B,C,A,C,A
7948,std-7948,F,F,D,D,C
7949,std-7949,F,A,B,C,B
7950,std-7950,D,C,D,B,B
7951,std-7951,D,B,F,D,B
7952,std-7952,F,A,A,C,B
7953,std-7953,A,D,A,B,A
7954,std-7954,F,D,A,B,B
7955,std-7955,C,B,F,C,B
7956,std-7956,F,A,C,C,B
7957,std-7957,F,F,F,F,D
7958,std-7958,F,D,D,B,B
7959,std-7959,D,C,D,F,B
7960,std-7960,A,F,B,F,B
7961,std-7961,C,B,F,F,B
7962,std-7962,D,F,C,F,C
7963,std-7963,C,A,F,C,B
7964,std-7964,D,A,D,C,B
7965,std-7965,F,A,F,D,B
7966,std-7966,F,D,F,F,C
7967,std-7967,F,F,B,F,B
7968,std-7968,F,B,C,F,C
7969,std-7969,F,F,D,F,D
7970,std-7970,B,C,C,A,A
7971,std-7971,F,D,C,F,C
7972,std-7972,D,D,D,A,B
7973,std-7973,A,A,B,D,A
7974,std-7974,B,C,A,C,B
7975,std-7975,F,C,B,C,B
7976,std-7976,C,F,A,F,B
7977,std-7977,C,B,C,A,A
7978,std-7978,F,F,B,F,C
7979,std-7979,F,A,C,D,B
7980,std-7980,A,D,D,F,B
7981,std-7981,F,D,C,C,B
7982,std-7982,F,F,A,F,C
7983,std-7983,A,D,A,F,B
7984,std-7984,B,D,B,C,B
7985,std-7985,C,D,A,D,B
7986,std-7986,F,A,C,B,B
7987,std-7987,F,F,B,F,C
7988,std-7988,F,C,D,C,B
7989,std-7989,A,F,A,A,A
7990,std-7990,F,F,B,F,B
7991,std-7991,C,D,D,D,B
7992,std-7992,C,A,D,D,B
7993,std-7993,B,F,A,B,A
7994,std-7994,B,C,C,C,A
7995,std-7995,A,C,F,B,B
7996,std-7996,F,B,B,B,B
7997,std-7997,F,D,F,F,C
7998,std-7998,C,D,A,F,B
7999,std-7999,F,C,C,F,C
8000,std-8000,B,F,B,D,B
8001,std-8001,C,B,F,D,B
8002,std-8002,F,F,C,D,C
8003,std-8003,F,F,F,C,C
8004,std-8004,D,F,C,F,C
8005,std-8005,D,A,D,B,B
8006,std-8006,F,D,A,A,B
8007,std-8007,F,C,D,B,B
8008,std-8008,B,F,F,F,C
8009,std-8009,B,B,A,D,A
8010,std-8010,F,A,D,C,B
8011,std-8011,B,F,A,B,A
8012,std-8012,D,A,F,F,B
8013,std-8013,D,D,B,B,B
8014,std-8014,D,A,D,F,B
8015,std-8015,D,C,F,D,B
8016,std-8016,F,F,B,B,C
8017,std-8017,C,A,A,B,A
8018,std-8018,F,F,D,A,C
8019,std-8019,C,D,C,C,B
8020,std-8020,D,F,F,F,D
8021,std-8021,F,B,F,F,C
8022,std-8022,D,F,C,A,B
8023,std-8023,C,C,F,F,B
8024,std-8024,D,A,C,B,A
8025,std-8025,D,B,C,B,B
8026,std-8026,F,C,A,F,B
8027,std-8027,D,F,A,C,B
8028,std-8028,A,F,B,D,B
8029,std-8029,D,F,C,D,B
8030,std-8030,C,D,C,C,B
8031,std-8031,C,C,F,D,C
8032,std-8032,F,C,D,C,B
8033,std-8033,F,C,B,B,B
8034,std-8034,D,B,B,A,B
8035,std-8035,A,A,A,B,A
8036,std-8036,D,D,D,F,C
8037,std-8037,C,F,F,A,B
8038,std-8038,D,A,B,F,B
8039,std-8039,D,B,C,B,B
8040,std-8040,F,C,C,B,B
8041,std-8041,F,F,D,D,C
8042,std-8042,C,B,B,D,B
8043,std-8043,F,D,C,B,B
8044,std-8044,C,A,B,A,A
8045,std-8045,C,C,C,A,A
8046,std-8046,F,C,B,C,B
8047,std-8047,B,A,F,F,B
8048,std-8048,F,B,A,B,B
8049,std-8049,F,D,F,D,C
8050,std-8050,F,A,D,F,B
8051,std-8051,F,A,C,C,B
8052,std-8052,B,D,B,B,B
8053,std-8053,D,B,A,B,A
8054,std-8054,F,A,D,C,B
8055,std-8055,C,D,B,F,B
8056,std-8056,F,F,D,A,B
8057,std-8057,F,C,B,C,B
8058,std-8058,F,F,D,F,D
8059,std-8059,C,F,F,B,C
8060,std-8060,B,F,C,C,B
8061,std-8061,C,F,C,B,B
8062,std-8062,F,C,D,F,C
8063,std-8063,C,F,B,F,B
8064,std-8064,D,C,C,F,B
8065,std-8065,F,C,B,F,B
8066,std-8066,C,F,F,D,C
8067,std-8067,D,D,B,F,B
8068,std-8068,F,D,B,A,B
8069,std-8069,F,B,C,F,B
8070,std-8070,F,F,B,F,C
8071,std-8071,D,B,D,D,B
8072,std-8072,C,B,F,B,B
8073,std-8073,F,F,B,F,C
8074,std-8074,D,C,B,B,B
8075,std-8075,C,B,B,B,A
8076,std-8076,F,D,A,D,B
8077,std-8077,F,C,D,B,B
8078,std-8078,D,D,D,F,C
8079,std-8079,F,D,D,B,B
8080,std-8080,F,B,A,F,B
8081,std-8081,C,D,F,B,B
8082,std-8082,B,B,D,D,B
8083,std-8083,F,D,B,C,B
8084,std-8084,F,F,A,A,B
8085,std-8085,B,F,A,F,B
8086,std-8086,F,F,F,F,D
8087,std-8087,D,C,B,C,B
8088,std-8088,C,B,B,A,A
8089,std-8089,F,C,D,C,B
8090,std-8090,F,D,D,D,C
8091,std-8091,F,B,B,F,B
8092,std-8092,D,B,F,B,B
8093,std-8093,D,F,B,F,B
8094,std-8094,B,A,D,F,B
8095,std-8095,B,D,C,F,B
8096,std-8096,A,F,F,F,B
8097,std-8097,F,D,B,B,B
8098,std-8098,B,F,A,C,B
8099,std-8099,A,F,B,D,B
8100,std-8100,B,B,D,D,B
8101,std-8101,F,B,F,D,C
8102,std-8102,F,F,C,B,B
8103,std-8103,C,C,A,D,A
8104,std-8104,D,D,B,B,B
8105,std-8105,D,B,A,B,A
8106,std-8106,D,F,B,D,B
8107,std-8107,D,D,C,D,B
8108,std-8108,C,B,A,D,A
8109,std-8109,C,C,B,C,A
8110,std-8110,F,D,A,D,B
8111,std-8111,F,F,B,B,B
8112,std-8112,F,B,B,F,B
8113,std-8113,F,C,C,F,B
8114,std-8114,C,F,B,C,B
8115,std-8115,F,D,F,F,C
8116,std-8116,B,D,C,C,B
8117,std-8117,F,D,D,F,C
8118,std-8118,D,A,C,C,B
8119,std-8119,B,D,A,D,B
8120,std-8120,F,F,A,C,B
8121,std-8121,D,C,C,C,B
8122,std-8122,B,F,D,F,B
8123,std-8123,C,F,B,F,C
8124,std-8124,C,B,A,B,A
8125,std-8125,B,B,B,D,B
8126,std-8126,F,C,F,D,C
8127,std-8127,D,A,C,F,B
8128,std-8128,B,F,B,C,B
8129,std-8129,B,D,C,B,B
8130,std-8130,F,F,A,B,C
8131,std-8131,F,B,A,F,B
8132,std-8132,C,F,A,F,B
8133,std-8133,C,C,B,D,B
8134,std-8134,F,B,F,F,C
8135,std-8135,B,B,B,A,A
8136,std-8136,B,D,D,C,B
8137,std-8137,A,D,B,C,A
8138,std-8138,C,B,F,F,B
8139,std-8139,B,D,A,F,B
8140,std-8140,C,D,A,C,B
8141,std-8141,B,F,A,D,B
8142,std-8142,F,A,B,F,B
8143,std-8143,C,F,C,C,C
8144,std-8144,C,A,B,F,B
8145,std-8145,D,B,F,F,B
8146,std-8146,D,B,D,A,B
8147,std-8147,D,D,D,C,B
8148,std-8148,B,C,A,C,A
8149,std-8149,F,F,C,A,B
8150,std-8150,F,A,F,C,B
8151,std-8151,C,D,D,B,B
8152,std-8152,F,C,D,A,B
8153,std-8153,F,F,B,C,B
8154,std-8154,D,B,D,C,B
8155,std-8155,F,A,D,C,B
8156,std-8156,D,F,C,C,C
8157,std-8157,B,F,F,B,B
8158,std-8158,F,B,B,A,A
8159,std-8159,D,B,B,C,B
8160,std-8160,C,B,D,A,A
8161,std-8161,F,F,C,F,C
8162,std-8162,F,D,A,A,B
8163,std-8163,D,F,F,B,C
8164,std-8164,C,F,A,B,B
8165,std-8165,D,D,C,A,B
8166,std-8166,A,B,B,F,B
8167,std-8167,B,F,B,F,B
8168,std-8168,F,D,B,F,C
8169,std-8169,C,B,A,B,A
8170,std-8170,F,F,D,F,C
8171,std-8171,D,F,D,F,C
8172,std-8172,F,D,A,C,B
8173,std-8173,D,B,A,B,A
8174,std-8174,D,D,B,A,B
8175,std-8175,D,F,A,C,B
8176,std-8176,F,F,C,C,C
8177,std-8177,F,D,F,F,D
8178,std-8178,D,F,A,F,B
8179,std-8179,F,C,C,A,B
8180,std-8180,C,D,C,F,B
8181,std-8181,F,C,A,D,B
8182,std-8182,D,C,B,F,B
8183,std-8183,C,D,F,D,B
8184,std-8184,F,F,B,C,B
8185,std-8185,D,D,A,F,B
8186,std-8186,D,C,A,F,B
8187,std-8187,D,F,C,A,B
8188,std-8188,A,D,A,A,A
8189,std-8189,D,C,C,A,B
8190,std-8190,B,F,B,D,B
8191,std-8191,F,C,C,F,B
8192,std-8192,F,C,C,C,B
8193,std-8193,A,F,C,C,B
8194,std-8194,F,A,C,D,B
8195,std-8195,C,D,B,C,B
8196,std-8196,F,A,F,D,B
8197,std-8197,F,C,C,F,C
8198,std-8198,F,F,C,F,C
8199,std-8199,A,C,A,B,A
8200,std-8200,F,C,A,C,B
8201,std-8201,B,C,C,F,B
8202,std-8202,C,F,C,D,B
8203,std-8203,F,B,B,D,B
8204,std-8204,D,F,F,A,B
8205,std-8205,C,B,C,D,B
8206,std-8206,F,D,A,B,B
8207,std-8207,F,A,F,B,B
8208,std-8208,F,B,A,F,B
8209,std-8209,B,C,C,A,A
8210,std-8210,B,D,A,B,A
8211,std-8211,D,C,F,D,C
8212,std-8212,F,C,F,F,C
8213,std-8213,F,F,F,F,D
8214,std-8214,C,F,B,C,B
8215,std-8215,A,F,C,B,B
8216,std-8216,F,B,D,C,B
8217,std-8217,F,D,A,F,B
8218,std-8218,F,D,C,F,C
8219,std-8219,F,C,A,B,B
8220,std-8220,D,B,D,B,B
8221,std-8221,B,F,B,B,B
8222,std-8222,B,F,C,C,B
8223,std-8223,F,B,F,C,C
8224,std-8224,F,C,F,F,C
8225,std-8225,F,D,D,F,C
8226,std-8226,D,D,B,B,B
8227,std-8227,A,D,D,A,B
8228,std-8228,B,D,F,C,B
8229,std-8229,F,B,C,C,B
8230,std-8230,D,D,D,F,B
8231,std-8231,D,F,B,F,B
8232,std-8232,B,B,B,B,A
8233,std-8233,F,F,C,F,D
8234,std-8234,F,F,F,D,C
8235,std-8235,D,F,F,F,C
8236,std-8236,D,B,A,C,A
8237,std-8237,D,D,A,B,B
8238,std-8238,F,F,A,C,B
8239,std-8239,F,C,A,F,B
8240,std-8240,A,F,F,C,B
8241,std-8241,C,D,B,F,B
8242,std-8242,B,B,C,C,A
8243,std-8243,F,A,B,F,B
8244,std-8244,A,F,B,A,B
8245,std-8245,F,D,C,C,B
8246,std-8246,F,B,F,F,C
8247,std-8247,F,F,B,D,B
8248,std-8248,F,C,D,F,C
8249,std-8249,D,D,B,F,B
8250,std-8250,F,B,A,C,B
8251,std-8251,A,F,B,F,B
8252,std-8252,F,D,C,D,B
8253,std-8253,F,B,C,F,C
8254,std-8254,F,D,B,B,B
8255,std-8255,C,F,A,A,B
8256,std-8256,C,A,F,D,B
8257,std-8257,D,D,C,F,B
8258,std-8258,F,A,B,A,A
8259,std-8259,C,F,B,B,B
8260,std-8260,A,F,F,C,B
8261,std-8261,C,A,D,F,B
8262,std-8262,F,C,C,F,B
8263,std-8263,F,D,C,B,B
8264,std-8264,F,F,C,F,C
8265,std-8265,A,F,B,D,B
8266,std-8266,D,F,D,D,C
8267,std-8267,F,A,F,D,C
8268,std-8268,F,F,F,B,C
8269,std-8269,A,D,B,F,B
8270,std-8270,D,F,B,D,B
8271,std-8271,A,A,A,F,A
8272,std-8272,F,C,A,F,B
8273,std-8273,F,C,F,F,C
8274,std-8274,C,D,C,D,B
8275,std-8275,D,D,D,B,B
8276,std-8276,F,F,F,C,C
8277,std-8277,C,C,F,D,B
8278,std-8278,F,D,B,B,B
8279,std-8279,F,F,F,F,D
8280,std-8280,F,F,A,F,C
8281,std-8281,D,F,F,C,C
8282,std-8282,F,A,A,A,B
8283,std-8283,C,B,C,F,B
8284,std-8284,B,F,B,C,B
8285,std-8285,F,B,F,D,B
8286,std-8286,F,F,D,D,C
8287,std-8287,F,C,B,F,B
8288,std-8288,D,C,A,D,B
8289,std-8289,D,F,B,D,B
8290,std-8290,C,F,B,C,B
8291,std-8291,F,F,A,D,C
8292,std-8292,D,F,F,F,C
8293,std-8293,F,C,C,B,B
8294,std-8294,D,C,F,F,C
8295,std-8295,D,F,C,F,C
8296,std-8296,F,F,C,C,C
8297,std-8297,F,C,D,A,B
8298,std-8298,A,F,B,C,B
8299,std-8299,D,F,C,D,B
8300,std-8300,A,D,C,D,B
8301,std-8301,F,D,F,C,B
8302,std-8302,C,F,A,B,B
8303,std-8303,C,C,C,B,B
8304,std-8304,F,C,D,C,B
8305,std-8305,C,F,C,D,B
8306,std-8306,F,D,D,F,C
8307,std-8307,D,D,C,F,B
8308,std-8308,F,D,F,F,C
8309,std-8309,C,B,B,F,B
8310,std-8310,F,A,D,B,B
8311,std-8311,F,D,D,F,C
8312,std-8312,C,B,C,F,B
8313,std-8313,F,F,B,F,C
8314,std-8314,D,F,D,F,C
8315,std-8315,D,F,B,F,C
8316,std-8316,F,B,C,C,B
8317,std-8317,B,D,A,C,A
8318,std-8318,D,A,D,B,A
8319,std-8319,F,D,A,F,B
8320,std-8320,C,A,C,D,B
8321,std-8321,F,C,A,F,B
8322,std-8322,C,F,C,B,B
8323,std-8323,F,B,A,D,B
8324,std-8324,F,F,D,F,D
8325,std-8325,F,C,D,F,C
8326,std-8326,A,B,F,A,A
8327,std-8327,D,F,B,F,B
8328,std-8328,F,F,A,F,C
8329,std-8329,D,B,F,D,B
8330,std-8330,C,C,A,B,A
8331,std-8331,F,C,C,D,B
8332,std-8332,C,A,C,F,B
8333,std-8333,D,D,B,D,B
8334,std-8334,C,C,A,A,A
